marca;preco;link;tamanho;taxa_atualizacao
Monitor Duex Dx 315xf, 31.5 Polegadas, Led, FULL HD, 75hz;R$ 1.148,31;https://www.kabum.com.br/produto/530596/monitor-duex-dx-315xf-31-5-polegadas-led-full-hd-75hz;;75
Monitor Gamer Mitsushiba, 24 Polegadas, LED, 1920 x 1080, 60hz, Multimídia FHD, HDMI, VGA;R$ 898,00;https://www.kabum.com.br/produto/471635/monitor-gamer-mitsushiba-24-polegadas-led-1920-x-1080-60hz-multimidia-fhd-hdmi-vga;;60
"Monitor Gamer Curvo Cooler Master 34"", 165Hz, UWQHD, 1ms, DisplayPort e HDMI, 95% DCI-P3, HDR, FreeSync - CMI-GM34-CW2-BR";R$ 3.799,99;https://www.kabum.com.br/produto/378053/monitor-gamer-curvo-cooler-master-34-165hz-uwqhd-1ms-displayport-e-hdmi-95-dci-p3-hdr-freesync-cmi-gm34-cw2-br;34;165
Monitor Gamer Redragon, Full Hd 144hz, 1ms, Ips, HDMI, Dp, Vga, Freesync - M2444ph;R$ 1.499,99;https://www.kabum.com.br/produto/587424/monitor-gamer-redragon-full-hd-144hz-1ms-ips-hdmi-dp-vga-freesync-m2444ph;;144
"Monitor Gamer PCyes O-creed O50 27"" Full Hd Has E Pivot 165hz 1ms HDMI Dp Freesync - Pmg270fd165aap";R$ 2.087,88;https://www.kabum.com.br/produto/641730/monitor-gamer-pcyes-o-creed-o50-27-full-hd-has-e-pivot-165hz-1ms-hdmi-dp-freesync-pmg270fd165aap;27;165
"Monitor Prosmart 18.5"" LED Widescreen Standard";R$ 369,00;https://www.kabum.com.br/produto/574732/monitor-prosmart-18-5-led-widescreen-standard;18.5;
"Monitor Gamer Kbm Gaming Mg100 24"" 100hz Full Hd HDMI E Vga Ajuste De Ângulo - Kgmg10024pt";R$ 889,99;https://www.kabum.com.br/produto/638655/monitor-gamer-kbm-gaming-mg100-24-100hz-full-hd-hdmi-e-vga-ajuste-de-angulo-kgmg10024pt;24;100
"Monitor Gamer PCyes 23.8"" O-creed O10, FULL HD, 165HZ, 1ms Displayport, HDMI USB, Va Freesync - Pmg240fd165";R$ 884,34;https://www.kabum.com.br/produto/585841/monitor-gamer-pcyes-23-8-o-creed-o10-full-hd-165hz-1ms-displayport-hdmi-usb-va-freesync-pmg240fd165;23.8;
Monitor Gamer Gigabyte, 32 Polegadas, Curvo, FULL HD, HDMI, DP, USB - M32qc-sa;R$ 3.037,29;https://www.kabum.com.br/produto/502732/monitor-gamer-gigabyte-32-polegadas-curvo-full-hd-hdmi-dp-usb-m32qc-sa;;
Monitor Gamer Gigabyte Aorus 31,5 Ips Uhd 4k 144hz HDMI - Fi32u;R$ 7.197,18;https://www.kabum.com.br/produto/627703/monitor-gamer-gigabyte-aorus-31-5-ips-uhd-4k-144hz-hdmi-fi32u;;144
"Monitor Gamer Gigabyte 34"" Curvo Wqhd 1ms 120hz HDMI Dp - Gs24wqc";R$ 3.025,20;https://www.kabum.com.br/produto/630377/monitor-gamer-gigabyte-34-curvo-wqhd-1ms-120hz-hdmi-dp-gs24wqc;34;120
"Monitor Gamer Gigabyte 27"" Ips Fhd 1ms 165hz HDMI Dp - Gs27f";R$ 1.634,85;https://www.kabum.com.br/produto/627702/monitor-gamer-gigabyte-27-ips-fhd-1ms-165hz-hdmi-dp-gs27f;27;165
"Monitor Gaming Series LED Ips 27"" Fhd 1920x1080 1ms Tela Fina";R$ 920,84;https://www.kabum.com.br/produto/636934/monitor-gaming-series-led-ips-27-fhd-1920x1080-1ms-tela-fina;27;
"Monitor Gamer Curvo, Ultra, Wide Luz LED, Colorida 34"" 144hz 1ms";R$ 1.937,91;https://www.kabum.com.br/produto/551019/monitor-gamer-curvo-ultra-wide-luz-led-colorida-34-144hz-1ms;34;144
"Monitor Gamer Gigabyte 27"" Ips Qhd 1ms 240hz HDMI - Gs27q X";R$ 3.196,32;https://www.kabum.com.br/produto/627697/monitor-gamer-gigabyte-27-ips-qhd-1ms-240hz-hdmi-gs27q-x;27;240
Monitor Gamer 23.8 Bpc, LED, Fhdm,144hz Frameless Preto Widescreen - 24gfy-144xe;R$ 786,40;https://www.kabum.com.br/produto/642149/monitor-gamer-23-8-bpc-led-fhdm-144hz-frameless-preto-widescreen-24gfy-144xe;;144
Monitor Gamer Redragon Azur, 23.8 Polegadas, 165hz, LED, FHD, HDMI - Gm24x5ips;R$ 968,15;https://www.kabum.com.br/produto/509610/monitor-gamer-redragon-azur-23-8-polegadas-165hz-led-fhd-hdmi-gm24x5ips;;165
Monitor Gamer Aoc Agon, 32Polegadas Curvo, 165hz 1ms Freesync - Ag323fcxe;R$ 2.399,90;https://www.kabum.com.br/produto/504650/monitor-gamer-aoc-agon-32polegadas-curvo-165hz-1ms-freesync-ag323fcxe;;165
"Monitor Gamer Lg 24 "" Modelo 24gn60r-b - Full Hd 144hz - HDMI / Displayport";R$ 1.994,00;https://www.kabum.com.br/produto/624596/monitor-gamer-lg-24-modelo-24gn60r-b-full-hd-144hz-hdmi-displayport;24;144
"Monitor Samsung Odyssey G3 24 "" Ls24ag320nlxzx Full Hd 165hz 1ms HDMI";R$ 1.867,00;https://www.kabum.com.br/produto/624595/monitor-samsung-odyssey-g3-24-ls24ag320nlxzx-full-hd-165hz-1ms-hdmi;24;165
Monitor Gamer Goldentec 24” LED, Full Hd, Curvo, 144hz;R$ 1.099,90;https://www.kabum.com.br/produto/630205/monitor-gamer-goldentec-24-led-full-hd-curvo-144hz;24;144
Monitor Goldentec Gamer 27'' Led Full Hd, 75hz, 1ms;R$ 999,90;https://www.kabum.com.br/produto/518082/monitor-goldentec-gamer-27-led-full-hd-75hz-1ms;27;75
Monitor Gamer Benq 24.5 Polegadas, Mobiuz Ex2510, FULL HD, Ips, HDMI,displayport, Freesync, Hdr, Som Integrado, 144hz, 1ms, Dark Grey - 9h.ljjla.tbl;R$ 3.990,00;https://www.kabum.com.br/produto/512322/monitor-gamer-benq-24-5-polegadas-mobiuz-ex2510-full-hd-ips-hdmi-displayport-freesync-hdr-som-integrado-144hz-1ms-dark-grey-9h-ljjla-tbl;;144
Monitor Brx 24 Polegadas, 75hz, HDMI,VGA - Brx24;R$ 749,60;https://www.kabum.com.br/produto/514230/monitor-brx-24-polegadas-75hz-hdmi-vga-brx24;;75
Monitor LED 23.8p Aoc 24g2se Viper Gamer 165hz 1ms Ppb;R$ 1.109,00;https://www.kabum.com.br/produto/621220/monitor-led-23-8p-aoc-24g2se-viper-gamer-165hz-1ms-ppb;;165
Monitor LED 29p Lg Ultrawide 29wl500-b Ppb;R$ 1.314,00;https://www.kabum.com.br/produto/621218/monitor-led-29p-lg-ultrawide-29wl500-b-ppb;;
"Monitor Gamer Series LED 23,8"" Full Hd Painel Va Visão Expansiva";R$ 931,15;https://www.kabum.com.br/produto/636935/monitor-gamer-series-led-23-8-full-hd-painel-va-visao-expansiva;8;
Monitor Gamer Samsung 24 Fhd D-sub/hdmi 75hz Preto T350;R$ 1.599,00;https://www.kabum.com.br/produto/633944/monitor-gamer-samsung-24-fhd-d-sub-hdmi-75hz-preto-t350;;75
"Monitor Gamer PCyes O-creed O20 23,8"" Full Hd Has E Pivot 165hz 1ms HDMI Dp Freesync - Pmg238fd165aap";R$ 1.835,88;https://www.kabum.com.br/produto/641711/monitor-gamer-pcyes-o-creed-o20-23-8-full-hd-has-e-pivot-165hz-1ms-hdmi-dp-freesync-pmg238fd165aap;8;165
"Monitor Prosmart 21.5"" LED Widescreen Standard";R$ 479,90;https://www.kabum.com.br/produto/574734/monitor-prosmart-21-5-led-widescreen-standard;21.5;
"Monitor Curvo LED Brazilpc 24"" Full Hd 75hz Preto";R$ 735,90;https://www.kabum.com.br/produto/646638/monitor-curvo-led-brazilpc-24-full-hd-75hz-preto;24;75
"Monitor Gamer Gigabyte 24"" Ips Fhd 1ms 165hz Hdm Usb - G24f 2";R$ 1.622,76;https://www.kabum.com.br/produto/627699/monitor-gamer-gigabyte-24-ips-fhd-1ms-165hz-hdm-usb-g24f-2;24;165
"Monitor Gamer PCyes Curvo O-creed O30 23.8"", 165hz, Full Hd, 1ms, Displayport, HDMI E Usb, Freesync - Pmg240fd165c";R$ 1.114,56;https://www.kabum.com.br/produto/630764/monitor-gamer-pcyes-curvo-o-creed-o30-23-8-165hz-full-hd-1ms-displayport-hdmi-e-usb-freesync-pmg240fd165c;23.8;165
Monitor Acer Gamer Predator 49” Monitor Acer X49 Xbmipphuzx 49d Dual Quad Hd 5k 49”;R$ 17.159,00;https://www.kabum.com.br/produto/651088/monitor-acer-gamer-predator-49-monitor-acer-x49-xbmipphuzx-49d-dual-quad-hd-5k-49-;49;
"Monitor Gamer Curvo 27 "" Full Hd 100hz Freesync HDMI Vga - Preto";R$ 1.122,24;https://www.kabum.com.br/produto/632855/monitor-gamer-curvo-27-full-hd-100hz-freesync-hdmi-vga-preto;27;100
"Monitor Gamer Tela LED 27"" Full Hd 5ms 75hz HDMI Vga";R$ 784,61;https://www.kabum.com.br/produto/576821/monitor-gamer-tela-led-27-full-hd-5ms-75hz-hdmi-vga;27;75
Monitor Gamer Level Elite 27 Pol Flat Eled | 240hz | 1ms | Sg2701b01-9 V2.5 Preto;R$ 1.534,75;https://www.kabum.com.br/produto/574183/monitor-gamer-level-elite-27-pol-flat-eled-240hz-1ms-sg2701b01-9-v2-5-preto;;240
"Monitor Gamer Level Lite 23.8"" ELED, Full Hd, 165hz, 1ms, Painel Ips, Mprt, Freesync & G-sync - L2411su";R$ 1.015,61;https://www.kabum.com.br/produto/586578/monitor-gamer-level-lite-23-8-eled-full-hd-165hz-1ms-painel-ips-mprt-freesync-g-sync-l2411su;23.8;165
"Monitor Gamer Duex, 31.5"", Full Hd (1920x1080), 165hz, 1ms, Hdr, Freesync/g-sync, HDMI/dp - Dx315g";R$ 1.534,50;https://www.kabum.com.br/produto/582022/monitor-gamer-duex-31-5-full-hd-1920x1080-165hz-1ms-hdr-freesync-g-sync-hdmi-dp-dx315g;31.5;165
"Monitor Gamer LED 20,1"" "" Alta Luminosidade Multi-interface HDMI";R$ 426,02;https://www.kabum.com.br/produto/623943/monitor-gamer-led-20-1-alta-luminosidade-multi-interface-hdmi;1;
"Monitor Gamer Cooler Master Ga2501 24.5"", Ips, Full Hd, 100hz, 1ms, Adaptivesync, HDMI E Vga, Preto";R$ 869,15;https://www.kabum.com.br/produto/641240/monitor-gamer-cooler-master-ga2501-24-5-ips-full-hd-100hz-1ms-adaptivesync-hdmi-e-vga-preto;24.5;100
Monitor Gamer Curvo 24 Fhd 165hz 1ms Com Audio Embutido HDMI/displayport - Preto;R$ 1.039,00;https://www.kabum.com.br/produto/643986/monitor-gamer-curvo-24-fhd-165hz-1ms-com-audio-embutido-hdmi-displayport-preto;;165
"Monitor Portátil Mobile Pixels Duex Plus 13.3 """;R$ 2.734,00;https://www.kabum.com.br/produto/623840/monitor-portatil-mobile-pixels-duex-plus-13-3-;13.3;
"Monitor Samsung Ls22a336nhl 22 "" Full Hd LED 60hz";R$ 914,00;https://www.kabum.com.br/produto/624597/monitor-samsung-ls22a336nhl-22-full-hd-led-60hz;22;60
"Monitor Gamer Widescreen AOC LED 23,8"" FHD, 100 Hz, 1ms, VGA HDMI, HDR Mode Adaptive-Sync, Preto - 24B30HM2";R$ 650,00;https://www.kabum.com.br/produto/638954/monitor-gamer-widescreen-aoc-led-23-8-fhd-100-hz-1ms-vga-hdmi-hdr-mode-adaptive-sync-preto-24b30hm2;8;100
Monitor Acer Gamer 23.8” Monitor Acer Gamer Nitro Kg243y G0bi 23.8” Full Hd 120 Hz 1ms;R$ 1.011,00;https://www.kabum.com.br/produto/651089/monitor-acer-gamer-23-8-monitor-acer-gamer-nitro-kg243y-g0bi-23-8-full-hd-120-hz-1ms;23.8;120
"Monitor Gamer Gigabyte 27"""", QHD, IPS, 180Hz, 1ms, DisplayPort e HDMI, 100% sRGB, HDR, Adaptive-Sync - GS27QA-AS";R$ 1.599,99;https://www.kabum.com.br/produto/613323/monitor-gamer-gigabyte-27-qhd-ips-180hz-1ms-displayport-e-hdmi-100-srgb-hdr-adaptive-sync-gs27qa-as;27;180
Monitor Gamer Lg 24 Full Hd 100hz 5ms HDMI Ips - 24ms500-b;R$ 762,20;https://www.kabum.com.br/produto/644868/monitor-gamer-lg-24-full-hd-100hz-5ms-hdmi-ips-24ms500-b;;100
"Monitor Gamer 27"" Preto Curvo Nyx Full Hd 100hz Bluecase";R$ 868,90;https://www.kabum.com.br/produto/629952/monitor-gamer-27-preto-curvo-nyx-full-hd-100hz-bluecase;27;100
"Monitor Gamer Curvo Ultrawide LG Ultragear, 34"" Wqhd, 160Hz, 1ms, AMD Freesync Premium - 34gp63a-b";R$ 2.367,97;https://www.kabum.com.br/produto/649756/monitor-gamer-curvo-ultrawide-lg-ultragear-34-wqhd-160hz-1ms-amd-freesync-premium-34gp63a-b;34;160
Monitor Vx Pro, 19 Pol, 60hz, 5ms, HDMI/vga - Vx190x;R$ 389,00;https://www.kabum.com.br/produto/531294/monitor-vx-pro-19-pol-60hz-5ms-hdmi-vga-vx190x;;60
Monitor Gamer LED Ips 23,8” Full Hd Tela Fina Visão Expansiva;R$ 710,42;https://www.kabum.com.br/produto/630718/monitor-gamer-led-ips-23-8-full-hd-tela-fina-visao-expansiva;8;
"Monitor Gamer Curvo Acer EDT320Q S3BIIPX Nitro 32"" FHD LED, IPS, 180Hz, 1Ms, HDMI, Freesync, VESA - UM.JE0AA.305";R$ 1.950,00;https://www.kabum.com.br/produto/635049/monitor-gamer-curvo-acer-edt320q-s3biipx-nitro-32-fhd-led-ips-180hz-1ms-hdmi-freesync-vesa-um-je0aa-305;32;180
"Monitor Gamer Philips Evnia 42"" 4K OLED, 138Hz, 0.1ms, RGB, DisplayPort e HDMI, HDR, Alto Falante, Branco - 42M2N8900";R$ 10.499,99;https://www.kabum.com.br/produto/630640/monitor-gamer-philips-evnia-42-4k-oled-138hz-0-1ms-rgb-displayport-e-hdmi-hdr-alto-falante-branco-42m2n8900;42;138
"Monitor Gamer LG Ultragear, 27"", 180Hz, 1ms, NVIDIA® G-SYNC, AMD FreeSync™ - 27GS60F-B";R$ 1.258,95;https://www.kabum.com.br/produto/649755/monitor-gamer-lg-ultragear-27-180hz-1ms-nvidia-g-sync-amd-freesync-27gs60f-b;27;180
"Monitor Acer Gamer Curve 32"" Edt320q Nitro Edto S3biipx LED/FULL HD 180hz HDMI Vesa - Um.je0aa.305";R$ 2.144,91;https://www.kabum.com.br/produto/594128/monitor-acer-gamer-curve-32-edt320q-nitro-edto-s3biipx-led-full-hd-180hz-hdmi-vesa-um-je0aa-305;32;180
"Monitor Gamer Log 27"" Full Hd Va LED 165hz HDMI Displayport Pg270FULL HD";R$ 1.448,00;https://www.kabum.com.br/produto/624308/monitor-gamer-log-27-full-hd-va-led-165hz-hdmi-displayport-pg270full-hd;27;165
Monitor LED 21.5p C3tech Mr-215 Vga/hdmi Ppb;R$ 627,50;https://www.kabum.com.br/produto/621217/monitor-led-21-5p-c3tech-mr-215-vga-hdmi-ppb;;
"Monitor Gamer Benq Zowie Xl2411k, Tela 24"" Full Hd 144hz";R$ 3.850,93;https://www.kabum.com.br/produto/543722/monitor-gamer-benq-zowie-xl2411k-tela-24-full-hd-144hz;24;144
Monitor Gamer Duex, 24 Pol, Full Hd, Ips, 1ms, 165hz, Freesync, HDMI/dp, Dx240zg;R$ 1.074,59;https://www.kabum.com.br/produto/634754/monitor-gamer-duex-24-pol-full-hd-ips-1ms-165hz-freesync-hdmi-dp-dx240zg;;165
Monitor Gamer Gigabyte, 31,5 Polegadas, QHD, Curvo, 165hz, HDMI e DisplayPort - G32qc A;R$ 3.672,48;https://www.kabum.com.br/produto/468403/monitor-gamer-gigabyte-31-5-polegadas-qhd-curvo-165hz-hdmi-e-displayport-g32qc-a;;165
Monitor Gamer Gigabyte Aorus Fi32q X-sa, 32 Polegadas, IPS Qhd Pivot, Vesa, HDMI, DP, USB;R$ 8.258,31;https://www.kabum.com.br/produto/502854/monitor-gamer-gigabyte-aorus-fi32q-x-sa-32-polegadas-ips-qhd-pivot-vesa-hdmi-dp-usb;;
Monitor Gamer LED 24 Full Hd 75hz 1ms Lehmox Ley-1964 - Preto;R$ 807,50;https://www.kabum.com.br/produto/651114/monitor-gamer-led-24-full-hd-75hz-1ms-lehmox-ley-1964-preto;;75
"Monitor Gamer New Hero, Blade Super, Tela 27"" Ips Qhd, 180hz, 1ms, Freesync HDMI E Display Port - Preto";R$ 1.762,46;https://www.kabum.com.br/produto/538722/monitor-gamer-new-hero-blade-super-tela-27-ips-qhd-180hz-1ms-freesync-hdmi-e-display-port-preto;27;180
Monitor Gamer New Hero Blade 23.8 Polegadas, Ips, 180hz 1ms, Freesync HDMI, Display Port, Preto;R$ 1.067,19;https://www.kabum.com.br/produto/538720/monitor-gamer-new-hero-blade-23-8-polegadas-ips-180hz-1ms-freesync-hdmi-display-port-preto;;180
Monitor Gamer Redragon Vaga, 23.8 Polegadas, 75hz, LED, FHD, HDMI - Bm24v9;R$ 769,02;https://www.kabum.com.br/produto/509604/monitor-gamer-redragon-vaga-23-8-polegadas-75hz-led-fhd-hdmi-bm24v9;;75
Monitor Gamer 31.5 Curvo Borda Infinita R1800 - Preto;R$ 1.239,00;https://www.kabum.com.br/produto/623822/monitor-gamer-31-5-curvo-borda-infinita-r1800-preto;;
"Monitor Gamer LED 23,8 "" HDMI Vga Tela Sem Borda";R$ 577,66;https://www.kabum.com.br/produto/623942/monitor-gamer-led-23-8-hdmi-vga-tela-sem-borda;8;
"Monitor Lg 20mk400h-b De 19.5 "" 16:9 60hz 2 Ms Gtg Com D-sub E HDMI";R$ 851,00;https://www.kabum.com.br/produto/624598/monitor-lg-20mk400h-b-de-19-5-16-9-60hz-2-ms-gtg-com-d-sub-e-hdmi;19.5;60
"Monitor Portátil Mobile Pixels Glance 16 """;R$ 2.185,00;https://www.kabum.com.br/produto/623842/monitor-portatil-mobile-pixels-glance-16-;16;
"Monitor Acer 23.6 "" E12 Curved Ei242qr Full Hd 165hz / 1ms / Dp / HDMI";R$ 1.613,00;https://www.kabum.com.br/produto/624594/monitor-acer-23-6-e12-curved-ei242qr-full-hd-165hz-1ms-dp-hdmi;23.6;165
"Monitor Portátil Mobile Pixels Trio Max 14 "" (2 Pack)";R$ 5.412,00;https://www.kabum.com.br/produto/623841/monitor-portatil-mobile-pixels-trio-max-14-2-pack-;14;
Monitor Acer Gamer Nitro 23.8” Monitor Acer Gamer Nitro Qg241y M3biip 23.8h 180hz HDMI Vga Fhd 23.8”;R$ 1.279,43;https://www.kabum.com.br/produto/637710/monitor-acer-gamer-nitro-23-8-monitor-acer-gamer-nitro-qg241y-m3biip-23-8h-180hz-hdmi-vga-fhd-23-8-;23.8;180
"Monitor Gamer Haiz 30"" Ultrawide 200hz 1ms Adaptive-sync";R$ 1.799,10;https://www.kabum.com.br/produto/628339/monitor-gamer-haiz-30-ultrawide-200hz-1ms-adaptive-sync;30;200
Monitor Gamer Goldentec, 24 Polegadas, LED, Full HD, 144hz, 1ms;R$ 999,00;https://www.kabum.com.br/produto/486603/monitor-gamer-goldentec-24-polegadas-led-full-hd-144hz-1ms;;144
Monitor Gamer Acer Nitro, 27”, Zeroframe LED, HDMI - Kg273;R$ 898,90;https://www.kabum.com.br/produto/565481/monitor-gamer-acer-nitro-27-zeroframe-led-hdmi-kg273;27;
Monitor Aoc Gaming 27 100hz 1ms LED HDMI - 27b30h;R$ 750,00;https://www.kabum.com.br/produto/643336/monitor-aoc-gaming-27-100hz-1ms-led-hdmi-27b30h;;100
Monitor Computador Gamer Curvo Lcd 27” HDMI 75hz 3ms Full Hd;R$ 922,00;https://www.kabum.com.br/produto/619136/monitor-computador-gamer-curvo-lcd-27-hdmi-75hz-3ms-full-hd;27;75
"Monitor Gamer Philips Evnia Mini 34"" LED Ultrawide QHD, 165Hz, RGB, DisplayPort e HDMI, HDR, Alto Falante, Branco - 34M2C7600MV";R$ 9.599,99;https://www.kabum.com.br/produto/630638/monitor-gamer-philips-evnia-mini-34-led-ultrawide-qhd-165hz-rgb-displayport-e-hdmi-hdr-alto-falante-branco-34m2c7600mv;34;165
"Monitor Gamer Curvo Acer Predator X49 XBMIPPHUZX, 49"" OLED, Dual QHD, 240Hz, 0.3ms, DisplayPort, HDMI e USB-C, HDR, FreeSync - UM.SXXAA.X02";R$ 12.999,99;https://www.kabum.com.br/produto/623778/monitor-gamer-curvo-acer-predator-x49-xbmipphuzx-49-oled-dual-qhd-240hz-0-3ms-displayport-hdmi-e-usb-c-hdr-freesync-um-sxxaa-x02;49;240
Monitor Gamer, Benq Mobiuz, Ex2510, 24.5, Inch, 144HZ, IPS, HDRI, 1080P, 1MS, Freesync Premium Speakers.;R$ 4.390,00;https://www.kabum.com.br/produto/140893/monitor-gamer-benq-mobiuz-ex2510-24-5-inch-144hz-ips-hdri-1080p-1ms-freesync-premium-speakers-;;
"Monitor Goldentec, 24"" Led Gt Gamer Fhd, Hdmi, 75hz";R$ 1.699,99;https://www.kabum.com.br/produto/238566/monitor-goldentec-24-led-gt-gamer-fhd-hdmi-75hz;24;75
Monitor Gamer BenQ, 23.8 Polegadas, FULL HD, 61-80HZ, HDMI/VGA, LED, Black - Gw2480;R$ 2.449,90;https://www.kabum.com.br/produto/302970/monitor-gamer-benq-23-8-polegadas-full-hd-61-80hz-hdmi-vga-led-black-gw2480;;
"Monitor Gamer Bluecase, 21.5"" Full HD, 75Hz, Rako - BM221GW";R$ 1.139,91;https://www.kabum.com.br/produto/340457/monitor-gamer-bluecase-21-5-full-hd-75hz-rako-bm221gw;21.5;75
Monitor Gamer Gigabyte 23.8 Full Hd Ips 170hz 1ms G24fsa;R$ 2.283,39;https://www.kabum.com.br/produto/367843/monitor-gamer-gigabyte-23-8-full-hd-ips-170hz-1ms-g24fsa;;170
